Choice_r,IF_sens_r,reliab_avg,reliab_min,Infrast_end,π_end,d_end,Δμ_pc
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.61
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.6
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.59
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.58
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.57
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.56
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.55
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.54
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.53
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.52
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.51
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.5
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.49
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.48
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.47
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.46
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.45
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.44
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.43
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.42
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.41
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.4
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.39
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.38
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.37
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.36
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.35
0.02,4.0,1.0,1.0,0.37185459365931184,NaN,163.01292326644543,-0.34
